wavelength (A),flux density (erg/cm2/s/A)
23126.912,1.0364E-13
23150.049,1.0307E-13
23173.211,1.0270E-13
23196.396,1.0239E-13
23219.605,1.0168E-13
23242.834,1.0104E-13
23266.09,1.0089E-13
23289.367,1.0070E-13
23312.668,1.0035E-13
23335.992,9.9866E-14
23359.34,9.9341E-14
23382.711,9.8991E-14
23406.105,9.8949E-14
23429.523,9.8811E-14
23452.965,9.8493E-14
23476.428,9.8163E-14
23499.918,9.7602E-14
23523.428,9.6768E-14
23546.963,9.6221E-14
23570.523,9.5876E-14
23594.104,9.5782E-14
23617.711,9.5756E-14
23641.34,9.5517E-14
23664.992,9.5146E-14
23688.67,9.4678E-14
23712.371,9.4378E-14
23736.094,9.4191E-14
23759.842,9.3901E-14
23783.613,9.3500E-14
23807.41,9.2860E-14
23831.229,9.1744E-14
23855.07,9.0934E-14
23878.938,9.1112E-14
23902.83,9.1286E-14
23926.746,9.1068E-14
23950.684,9.0748E-14
23974.646,9.0487E-14
23998.633,9.0256E-14
24022.645,8.9994E-14
24046.678,8.9664E-14
24070.738,8.9300E-14
24094.82,8.8981E-14
24118.926,8.8545E-14
24143.057,8.7867E-14
24167.211,8.7509E-14
24191.391,8.7427E-14
24215.596,8.7216E-14
24239.822,8.6858E-14
24264.074,8.6555E-14
24288.35,8.6323E-14
24312.652,8.5995E-14
24336.975,8.5549E-14
24361.326,8.5136E-14
24385.699,8.4911E-14
24410.096,8.4781E-14
24434.52,8.4428E-14
24458.965,8.3846E-14
24483.436,8.3376E-14
24507.932,8.3106E-14
24532.451,8.2656E-14
24556.996,8.2035E-14
24581.564,8.1923E-14
24606.16,8.2030E-14
24630.779,8.1804E-14
24655.42,8.1582E-14
24680.088,8.1355E-14
24704.781,8.1001E-14
24729.496,8.0555E-14
24754.24,8.0319E-14
24779.006,7.9754E-14
24803.799,7.8745E-14
24828.613,7.8418E-14
24853.455,7.8334E-14
24878.32,7.8206E-14
24903.213,7.8372E-14
24928.127,7.8199E-14
24953.068,7.7911E-14
24978.031,7.7693E-14
