# wavelength (A)  flux density (erg/cm2/s/A)
       4488.1104  2.99170e-12
       4490.8574  2.90620e-12
       4493.6045  2.96050e-12
       4496.3516  2.92610e-12
       4499.0986  3.00060e-12
       4501.8457  3.03500e-12
       4504.5928  3.12550e-12
       4507.3394  3.15700e-12
       4510.0864  3.14500e-12
       4512.8335  3.11490e-12
       4515.5806  3.03730e-12
       4518.3271  3.03590e-12
       4521.0742  3.05700e-12
       4523.8213  2.98370e-12
       4526.5679  2.86920e-12
       4529.3149  2.74580e-12
       4532.0615  2.76610e-12
       4534.8086  2.80500e-12
       4537.5552  2.89510e-12
       4540.3018  2.98350e-12
       4543.0488  2.99660e-12
       4545.7954  2.94160e-12
       4548.5420  2.87390e-12
       4551.2891  2.84800e-12
       4554.0356  2.86980e-12
       4556.7822  2.90760e-12
       4559.5288  3.02840e-12
       4562.2759  3.06650e-12
       4565.0225  3.00610e-12
       4567.7690  2.99720e-12
       4570.5156  3.04240e-12
       4573.2622  3.01630e-12
       4576.0088  3.07640e-12
       4578.7554  3.05330e-12
       4581.5020  2.92410e-12
       4584.2480  2.87780e-12
       4586.9946  2.92810e-12
       4589.7412  2.98750e-12
       4592.4878  2.96610e-12
       4595.2344  2.94950e-12
       4597.9805  2.94090e-12
       4600.7271  2.95250e-12
       4603.4736  2.97250e-12
       4606.2197  3.00680e-12
       4608.9663  3.03790e-12
       4611.7124  3.05460e-12
       4614.4590  3.04320e-12
       4617.2051  3.05320e-12
       4619.9517  3.02970e-12
       4622.6978  3.06400e-12
       4625.4438  3.07030e-12
       4628.1904  3.07340e-12
       4630.9365  3.07980e-12
       4633.6826  3.05800e-12
       4636.4287  3.02860e-12
       4639.1748  2.98120e-12
       4641.9214  3.00790e-12
       4644.6675  2.98380e-12
       4647.4136  2.90250e-12
       4650.1597  2.92570e-12
       4652.9058  2.95410e-12
       4655.6519  2.96880e-12
       4658.3975  3.01910e-12
       4661.1436  3.05010e-12
       4663.8896  2.98710e-12
       4666.6357  2.89850e-12
       4669.3818  2.80560e-12
       4672.1274  2.93630e-12
       4674.8735  2.97670e-12
       4677.6196  3.00770e-12
       4680.3652  2.97370e-12
       4683.1113  2.95540e-12
       4685.8569  2.96160e-12
       4688.6030  2.98680e-12
       4691.3486  2.98850e-12
       4694.0942  2.98230e-12
       4696.8403  3.01710e-12
       4699.5859  2.93280e-12
       4702.3315  2.85280e-12
       4705.0776  2.82910e-12
       4707.8232  2.85430e-12
       4710.5688  2.89090e-12
       4713.3145  2.92920e-12
       4716.0601  2.96060e-12
       4718.8057  3.04100e-12
       4721.5513  3.09190e-12
       4724.2969  3.07180e-12
       4727.0425  3.02280e-12
       4729.7881  2.97050e-12
       4732.5332  2.93010e-12
       4735.2788  2.97410e-12
       4738.0244  2.96730e-12
       4740.7700  2.99990e-12
       4743.5151  3.01160e-12
       4746.2607  3.04260e-12
       4749.0059  3.06920e-12
       4751.7515  3.04880e-12
       4754.4966  2.98440e-12
       4757.2422  2.95140e-12
       4759.9873  2.99010e-12
       4762.7329  2.93830e-12
       4765.4780  2.92450e-12
       4768.2231  2.93410e-12
       4770.9683  3.00420e-12
       4773.7134  3.03080e-12
       4776.4590  3.06170e-12
       4779.2041  3.07850e-12
       4781.9492  3.04830e-12
       4784.6943  2.99730e-12
       4787.4395  2.95380e-12
       4790.1841  2.94430e-12
       4792.9292  2.99610e-12
       4795.6743  3.03860e-12
       4798.4194  3.04170e-12
       4801.1646  3.00380e-12
       4803.9092  2.99930e-12
       4806.6543  2.98620e-12
       4809.3994  2.97130e-12
       4812.1440  3.01760e-12
       4814.8892  3.02450e-12
       4817.6338  3.04680e-12
       4820.3784  3.02410e-12
       4823.1235  3.00330e-12
       4825.8682  2.98070e-12
       4828.6128  2.98210e-12
       4831.3579  2.96750e-12
       4834.1025  2.96140e-12
       4836.8472  2.95800e-12
       4839.5918  2.93420e-12
       4842.3364  2.91180e-12
       4845.0811  2.93250e-12
       4847.8257  2.93280e-12
       4850.5703  2.91060e-12
       4853.3149  2.85950e-12
       4856.0591  2.72400e-12
       4858.8037  2.52150e-12
       4861.5483  2.36180e-12
       4864.2930  2.30830e-12
       4867.0371  2.55430e-12
       4869.7817  2.66830e-12
       4872.5259  2.59830e-12
       4875.2705  2.68380e-12
       4878.0146  2.78460e-12
       4880.7588  2.86530e-12
       4883.5034  2.87270e-12
       4886.2476  2.79010e-12
       4888.9917  2.74530e-12
       4891.7358  2.71140e-12
       4894.4805  2.83640e-12
       4897.2246  2.92030e-12
       4899.9688  2.95830e-12
       4902.7129  2.94000e-12
       4905.4565  2.90170e-12
       4908.2007  2.91660e-12
       4910.9448  2.85840e-12
       4913.6890  2.85740e-12
       4916.4331  2.87330e-12
       4919.1768  2.72560e-12
       4921.9209  2.61370e-12
       4924.6646  2.72560e-12
       4927.4087  2.83170e-12
       4930.1523  2.92460e-12
       4932.8965  2.88730e-12
       4935.6401  2.82330e-12
       4938.3843  2.80410e-12
       4941.1279  2.81410e-12
       4943.8716  2.91260e-12
       4946.6152  2.96750e-12
       4949.3589  2.98470e-12
       4952.1025  2.96180e-12
       4954.8462  2.90440e-12
       4957.5898  2.80140e-12
       4960.3335  2.79580e-12
       4963.0771  2.92790e-12
       4965.8208  2.94040e-12
       4968.5645  2.89200e-12
       4971.3076  2.90200e-12
       4974.0513  2.93980e-12
       4976.7944  2.94920e-12
       4979.5381  2.89180e-12
       4982.2812  2.78570e-12
       4985.0249  2.70360e-12
       4987.7681  2.76480e-12
       4990.5112  2.85450e-12
       4993.2549  2.87940e-12
       4995.9980  2.89710e-12
       4998.7412  2.87860e-12
       5001.4844  2.80540e-12
       5004.2275  2.77510e-12
       5006.9707  2.71150e-12
       5009.7139  2.75380e-12
       5012.4570  2.77740e-12
       5015.2002  2.71370e-12
       5017.9434  2.72070e-12
       5020.6860  2.75070e-12
       5023.4292  2.79580e-12
       5026.1719  2.80780e-12
       5028.9150  2.81160e-12
       5031.6577  2.82590e-12
       5034.4009  2.90640e-12
       5037.1436  2.83080e-12
       5039.8867  2.75130e-12
       5042.6294  2.67240e-12
       5045.3721  2.80980e-12
       5048.1147  2.89070e-12
       5050.8574  2.84130e-12
       5053.6001  2.85080e-12
       5056.3428  2.92980e-12
       5059.0854  2.95640e-12
       5061.8281  2.95480e-12
       5064.5708  2.90980e-12
       5067.3135  2.84930e-12
       5070.0557  2.84340e-12
       5072.7983  2.83920e-12
       5075.5405  2.83590e-12
       5078.2832  2.81540e-12
       5081.0254  2.72810e-12
       5083.7681  2.74950e-12
       5086.5103  2.84560e-12
       5089.2524  2.89010e-12
       5091.9951  2.92030e-12
       5094.7373  2.92710e-12
       5097.4795  2.87280e-12
       5100.2217  2.84350e-12
       5102.9639  2.84190e-12
       5105.7061  2.85240e-12
       5108.4482  2.80650e-12
       5111.1904  2.76570e-12
       5113.9321  2.85100e-12
       5116.6743  2.91490e-12
       5119.4165  2.93620e-12
       5122.1582  2.87140e-12
       5124.9004  2.79270e-12
       5127.6421  2.74860e-12
       5130.3843  2.76640e-12
       5133.1260  2.78000e-12
       5135.8677  2.78170e-12
       5138.6094  2.72290e-12
       5141.3511  2.66770e-12
       5144.0933  2.69140e-12
       5146.8350  2.73410e-12
       5149.5767  2.75090e-12
       5152.3179  2.75190e-12
       5155.0596  2.76680e-12
       5157.8013  2.79500e-12
       5160.5430  2.79470e-12
       5163.2842  2.73120e-12
       5166.0259  2.56980e-12
       5168.7671  2.26480e-12
       5171.5088  2.29140e-12
       5174.2500  2.23710e-12
       5176.9917  2.54810e-12
       5179.7329  2.65290e-12
       5182.4741  2.52340e-12
       5185.2153  2.42640e-12
       5187.9565  2.49300e-12
       5190.6978  2.62420e-12
       5193.4390  2.59820e-12
       5196.1802  2.64200e-12
       5198.9214  2.70770e-12
       5201.6626  2.76240e-12
       5204.4038  2.71260e-12
       5207.1445  2.62380e-12
       5209.8857  2.66660e-12
       5212.6265  2.75010e-12
       5215.3677  2.79290e-12
       5218.1084  2.72830e-12
       5220.8491  2.80470e-12
       5223.5903  2.81030e-12
       5226.3311  2.67000e-12
       5229.0718  2.56870e-12
       5231.8125  2.69000e-12
       5234.5532  2.66330e-12
       5237.2939  2.76920e-12
       5240.0347  2.83000e-12
       5242.7754  2.86870e-12
       5245.5156  2.84090e-12
       5248.2563  2.82450e-12
       5250.9971  2.78360e-12
       5253.7373  2.77990e-12
       5256.4780  2.78980e-12
       5259.2183  2.85390e-12
       5261.9585  2.73410e-12
       5264.6992  2.53610e-12
       5267.4395  2.46320e-12
       5270.1797  2.43200e-12
       5272.9199  2.54860e-12
       5275.6602  2.64430e-12
       5278.4004  2.73490e-12
       5281.1406  2.77640e-12
       5283.8804  2.72840e-12
       5286.6206  2.79580e-12
       5289.3608  2.87780e-12
       5292.1006  2.90170e-12
       5294.8408  2.85760e-12
       5297.5806  2.78490e-12
       5300.3208  2.74510e-12
       5303.0605  2.78470e-12
       5305.8003  2.83670e-12
       5308.5405  2.87150e-12
       5311.2803  2.90690e-12
       5314.0200  2.88750e-12
       5316.7598  2.85010e-12
       5319.4995  2.83940e-12
       5322.2388  2.80260e-12
       5324.9785  2.68230e-12
       5327.7183  2.60300e-12
       5330.4575  2.57690e-12
       5333.1973  2.75050e-12
       5335.9365  2.79370e-12
       5338.6763  2.78260e-12
       5341.4155  2.70500e-12
       5344.1548  2.76440e-12
       5346.8945  2.76380e-12
       5349.6338  2.77060e-12
       5352.3730  2.82340e-12
       5355.1123  2.85960e-12
       5357.8516  2.89390e-12
       5360.5908  2.87840e-12
       5363.3296  2.82680e-12
       5366.0688  2.76040e-12
       5368.8081  2.72640e-12
       5371.5469  2.64670e-12
       5374.2861  2.72300e-12
       5377.0249  2.83070e-12
       5379.7642  2.80840e-12
       5382.5029  2.78080e-12
       5385.2417  2.77390e-12
       5387.9805  2.80340e-12
       5390.7192  2.75770e-12
       5393.4580  2.69320e-12
       5396.1968  2.67870e-12
       5398.9355  2.66350e-12
       5401.6743  2.68110e-12
       5404.4126  2.63040e-12
       5407.1514  2.60670e-12
       5409.8896  2.65610e-12
       5412.6284  2.68060e-12
       5415.3667  2.71570e-12
       5418.1055  2.75120e-12
       5420.8438  2.76110e-12
       5423.5820  2.74370e-12
       5426.3203  2.71470e-12
       5429.0586  2.72110e-12
       5431.7969  2.70720e-12
       5434.5352  2.70750e-12
       5437.2734  2.74870e-12
       5440.0112  2.82300e-12
       5442.7495  2.80210e-12
       5445.4878  2.75200e-12
       5448.2256  2.71550e-12
       5451.5532  2.74320e-12
       5456.4238  2.74050e-12
       5461.2949  2.76570e-12
       5466.1655  2.71570e-12
       5471.0366  2.74910e-12
       5475.9077  2.70920e-12
       5480.7788  2.69320e-12
       5485.6504  2.72520e-12
       5490.5215  2.74190e-12
       5495.3926  2.75850e-12
       5500.2642  2.73860e-12
       5505.1353  2.72040e-12
       5510.0068  2.72270e-12
       5514.8784  2.71710e-12
       5519.7500  2.74750e-12
       5524.6216  2.74620e-12
       5529.4932  2.69120e-12
       5534.3652  2.70090e-12
       5539.2368  2.71700e-12
       5544.1089  2.73420e-12
       5548.9805  2.75510e-12
       5553.8525  2.73310e-12
       5558.7246  2.71520e-12
       5563.5967  2.68590e-12
       5568.4688  2.65480e-12
       5573.3408  2.64840e-12
       5578.2129  2.65050e-12
       5583.0854  2.64130e-12
       5587.9575  2.57360e-12
       5592.8301  2.58690e-12
       5597.7026  2.60540e-12
       5602.5747  2.62830e-12
       5607.4473  2.68770e-12
       5612.3198  2.68530e-12
       5617.1929  2.65000e-12
       5622.0654  2.64810e-12
       5626.9380  2.63640e-12
       5631.8110  2.68390e-12
       5636.6836  2.67910e-12
       5641.5566  2.65480e-12
       5646.4297  2.66800e-12
       5651.3027  2.66070e-12
       5656.1758  2.63250e-12
       5661.0488  2.62550e-12
       5665.9219  2.64880e-12
       5670.7949  2.67500e-12
       5675.6685  2.69320e-12
       5680.5415  2.65180e-12
       5685.4150  2.63980e-12
       5690.2886  2.64370e-12
       5695.1616  2.64600e-12
       5700.0352  2.64090e-12
       5704.9087  2.60790e-12
       5709.7827  2.56510e-12
       5714.6562  2.61570e-12
       5719.5298  2.67310e-12
       5724.4038  2.70480e-12
       5729.2773  2.69840e-12
       5734.1514  2.68320e-12
       5739.0254  2.68580e-12
       5743.8989  2.69040e-12
       5748.7729  2.66850e-12
       5753.6470  2.64550e-12
       5758.5215  2.64570e-12
       5763.3955  2.63160e-12
       5768.2695  2.66870e-12
       5773.1440  2.65940e-12
       5778.0181  2.65210e-12
       5782.8926  2.60790e-12
       5787.7671  2.60000e-12
       5792.6411  2.62190e-12
       5797.5156  2.64290e-12
       5802.3901  2.65000e-12
       5807.2651  2.63880e-12
       5812.1396  2.64060e-12
       5817.0142  2.61580e-12
       5821.8892  2.64550e-12
       5826.7637  2.66040e-12
       5831.6387  2.65490e-12
       5836.5137  2.63980e-12
       5841.3882  2.64510e-12
       5846.2632  2.63680e-12
       5851.1382  2.61710e-12
       5856.0132  2.58960e-12
       5860.8887  2.57850e-12
       5865.7637  2.59970e-12
       5870.6387  2.62030e-12
       5875.5142  2.61130e-12
       5880.3892  2.59570e-12
       5885.2646  2.54480e-12
       5890.1401  2.41420e-12
       5895.0156  2.41130e-12
       5899.8911  2.47940e-12
       5904.7666  2.54910e-12
       5909.6421  2.58950e-12
       5914.5176  2.57960e-12
       5919.3931  2.58500e-12
       5924.2690  2.59060e-12
       5929.1445  2.58370e-12
       5934.0205  2.58220e-12
       5938.8965  2.59440e-12
       5943.7725  2.56830e-12
       5948.6479  2.57080e-12
       5953.5239  2.57150e-12
       5958.3999  2.57650e-12
       5963.2764  2.59050e-12
       5968.1523  2.58860e-12
       5973.0283  2.56610e-12
       5977.9048  2.53460e-12
       5982.7808  2.53940e-12
       5987.6572  2.54260e-12
       5992.5332  2.55210e-12
       5997.4097  2.54890e-12
       6002.2861  2.53630e-12
       6007.1626  2.52230e-12
       6012.0391  2.51720e-12
       6016.9155  2.51030e-12
       6021.7925  2.47640e-12
       6026.6689  2.50470e-12
       6031.5454  2.53770e-12
       6036.4224  2.54340e-12
       6041.2988  2.55360e-12
       6046.1758  2.54610e-12
       6051.0527  2.53670e-12
       6055.9297  2.51830e-12
       6060.8062  2.51260e-12
       6065.6836  2.50580e-12
       6070.5605  2.51950e-12
       6075.4375  2.52560e-12
       6080.3145  2.50490e-12
       6085.1914  2.49910e-12
       6090.0688  2.49330e-12
       6094.9458  2.46730e-12
       6099.8232  2.46790e-12
       6104.7007  2.44730e-12
       6109.5776  2.47710e-12
       6114.4551  2.45440e-12
       6119.3325  2.44990e-12
       6124.2100  2.43770e-12
       6129.0874  2.44300e-12
       6133.9648  2.44030e-12
       6138.8428  2.40800e-12
       6143.7202  2.41900e-12
       6148.5981  2.42050e-12
       6153.4756  2.42290e-12
       6158.3535  2.39980e-12
       6163.2310  2.34900e-12
       6168.1089  2.36690e-12
       6172.9868  2.39680e-12
       6177.8647  2.42750e-12
       6182.7427  2.43520e-12
       6187.6206  2.43350e-12
       6192.4985  2.41440e-12
       6197.3765  2.44610e-12
       6202.2549  2.44830e-12
       6207.1328  2.45240e-12
       6212.0107  2.43530e-12
       6216.8892  2.40180e-12
       6221.7676  2.40020e-12
       6226.6455  2.40400e-12
       6231.5239  2.38350e-12
       6236.4023  2.40180e-12
       6241.2808  2.38060e-12
       6246.1592  2.35640e-12
       6251.0376  2.36110e-12
       6255.9160  2.34500e-12
       6260.7944  2.36590e-12
       6265.6733  2.38440e-12
       6270.5518  2.40350e-12
       6275.4307  2.41180e-12
       6280.3091  2.40010e-12
       6285.1880  2.41440e-12
       6290.0669  2.40870e-12
       6294.9453  2.40470e-12
       6299.8242  2.38180e-12
       6304.7031  2.35540e-12
       6309.5820  2.36860e-12
       6314.4609  2.34160e-12
       6319.3398  2.32710e-12
       6324.2192  2.34010e-12
       6329.0981  2.32270e-12
       6333.9771  2.30950e-12
       6338.8564  2.32060e-12
       6343.7354  2.34100e-12
       6348.6147  2.36390e-12
       6353.4937  2.35880e-12
       6358.3730  2.33660e-12
       6363.2524  2.32810e-12
       6368.1318  2.33110e-12
       6373.0112  2.35200e-12
       6377.8906  2.35980e-12
       6382.7700  2.36260e-12
       6387.6494  2.36110e-12
       6392.5288  2.33280e-12
       6397.4087  2.30930e-12
       6402.2881  2.30330e-12
       6407.1675  2.29170e-12
       6412.0474  2.29060e-12
       6416.9268  2.30050e-12
       6421.8066  2.30330e-12
       6426.6865  2.31750e-12
       6431.5664  2.30120e-12
       6436.4458  2.29610e-12
       6441.3257  2.27350e-12
       6446.2056  2.29610e-12
       6451.0854  2.27910e-12
       6455.9653  2.29070e-12
       6460.8457  2.27600e-12
       6465.7256  2.27930e-12
       6470.6055  2.27950e-12
       6475.4858  2.28410e-12
       6480.3657  2.29000e-12
       6485.2461  2.28670e-12
       6490.1260  2.27070e-12
       6495.0063  2.22840e-12
       6499.8867  2.21580e-12
       6504.7666  2.26810e-12
       6509.6470  2.28450e-12
       6514.5273  2.28930e-12
       6519.4077  2.26990e-12
       6524.2881  2.27120e-12
       6529.1685  2.26590e-12
       6534.0488  2.26560e-12
       6538.9297  2.25930e-12
       6543.8101  2.24100e-12
       6548.6904  2.20550e-12
       6553.5713  2.12760e-12
       6558.4517  2.03960e-12
       6563.3325  1.92160e-12
       6568.2129  1.98010e-12
       6573.0938  2.10570e-12
       6577.9746  2.16830e-12
       6582.8550  2.20840e-12
       6587.7358  2.21970e-12
       6592.6167  2.19310e-12
       6597.4976  2.21230e-12
       6602.3784  2.22190e-12
       6607.2593  2.22790e-12
       6612.1401  2.23670e-12
       6617.0215  2.24170e-12
       6621.9023  2.23800e-12
       6626.7832  2.23930e-12
       6631.6646  2.22810e-12
       6636.5454  2.21180e-12
       6641.4268  2.21690e-12
       6646.3076  2.21870e-12
       6651.1890  2.23450e-12
       6656.0698  2.23320e-12
       6660.9512  2.23290e-12
       6665.8325  2.22320e-12
       6670.7139  2.20570e-12
       6675.5952  2.21980e-12
       6680.4766  2.21030e-12
       6685.3579  2.22650e-12
       6690.2393  2.21830e-12
       6695.1206  2.21840e-12
       6700.0020  2.19090e-12
       6704.8833  2.19970e-12
       6709.7651  2.19060e-12
       6714.6465  2.18870e-12
       6719.5278  2.16330e-12
       6724.4097  2.16630e-12
       6729.2910  2.18320e-12
       6734.1729  2.19140e-12
       6739.0542  2.18780e-12
       6743.9360  2.17800e-12
       6748.8179  2.15580e-12
       6753.6997  2.17410e-12
       6758.5811  2.16870e-12
       6763.4629  2.16050e-12
       6768.3447  2.16950e-12
       6773.2266  2.16280e-12
       6778.1084  2.18050e-12
       6782.9902  2.16960e-12
       6787.8726  2.16510e-12
       6792.7544  2.17320e-12
       6797.6362  2.15900e-12
       6802.5181  2.16100e-12
       6807.4004  2.16150e-12
       6812.2822  2.15020e-12
       6817.1641  2.14700e-12
       6822.0464  2.14740e-12
       6826.9282  2.14930e-12
       6831.8105  2.13260e-12
       6836.6929  2.13150e-12
       6841.5747  2.12190e-12
       6846.4570  2.11320e-12
       6851.3394  2.11650e-12
       6856.2217  2.11500e-12
       6861.1040  2.10920e-12
       6865.9863  2.11560e-12
       6870.8687  2.13900e-12
       6875.7510  2.12240e-12
       6880.6333  2.10930e-12
       6885.5156  2.11090e-12
       6890.3979  2.11880e-12
       6895.2803  2.12230e-12
       6900.1626  2.12370e-12
       6905.0454  2.11430e-12
       6909.9277  2.11510e-12
       6914.8105  2.09710e-12
       6919.6929  2.09640e-12
       6924.5752  2.09730e-12
       6929.4580  2.09460e-12
       6934.3408  2.08810e-12
       6939.2231  2.09340e-12
       6944.1060  2.08710e-12
       6948.9888  2.07140e-12
       6953.8711  2.08600e-12
       6958.7539  2.08730e-12
       6963.6367  2.09120e-12
       6968.5195  2.08110e-12
       6973.4023  2.07130e-12
       6978.2852  2.04220e-12
       6983.1680  2.05320e-12
       6988.0508  2.05840e-12
       6992.9336  2.07500e-12
       6997.8164  2.04780e-12
       7002.6992  2.03590e-12
       7007.5820  2.03130e-12
       7012.4653  2.02790e-12
       7017.3481  2.02570e-12
       7022.2310  2.03240e-12
       7027.1143  2.02160e-12
       7031.9971  2.03050e-12
       7036.8804  2.03060e-12
       7041.7632  2.03620e-12
       7046.6465  2.03520e-12
       7051.5293  2.05030e-12
       7056.4126  2.03870e-12
       7061.2954  2.03180e-12
       7066.1787  2.02880e-12
       7071.0620  2.01610e-12
       7075.9453  2.02840e-12
       7080.8281  2.02840e-12
       7085.7114  2.01590e-12
       7090.5947  2.00580e-12
       7095.4780  2.01850e-12
       7100.3613  2.01410e-12
       7105.2446  2.01470e-12
       7110.1279  2.00890e-12
       7115.0112  2.00030e-12
       7119.8945  2.00060e-12
       7124.7778  1.99350e-12
       7129.6611  1.99460e-12
       7134.5449  1.98590e-12
       7139.4282  1.98860e-12
       7144.3115  1.99710e-12
       7149.1948  1.97820e-12
       7154.0786  1.98310e-12
       7158.9619  1.99000e-12
       7163.8457  1.97100e-12
       7168.7290  1.96370e-12
       7173.6123  1.97140e-12
       7178.4961  1.96480e-12
       7183.3794  1.95140e-12
       7188.2632  1.92460e-12
       7193.1470  1.94280e-12
       7198.0303  1.93360e-12
       7202.9141  1.93530e-12
       7207.7979  1.93110e-12
       7212.6812  1.93810e-12
       7217.5649  1.94790e-12
       7222.4487  1.94130e-12
       7227.3325  1.93370e-12
       7232.2163  1.95220e-12
       7237.0996  1.96150e-12
       7241.9834  1.94370e-12
       7246.8672  1.94190e-12
       7251.7510  1.93820e-12
       7256.6348  1.94720e-12
       7261.5186  1.93660e-12
       7266.4023  1.93280e-12
       7271.2861  1.92990e-12
       7276.1699  1.93510e-12
       7281.0542  1.91540e-12
       7285.9380  1.89690e-12
       7290.8218  1.89750e-12
       7295.7056  1.90450e-12
       7300.5894  1.91640e-12
       7305.4736  1.90840e-12
       7310.3574  1.90860e-12
       7315.2412  1.91450e-12
       7320.1255  1.91840e-12
       7325.0093  1.91080e-12
       7329.8931  1.90900e-12
       7334.7773  1.92390e-12
       7339.6611  1.91710e-12
       7344.5454  1.90310e-12
       7349.4292  1.89670e-12
       7354.3135  1.89590e-12
       7359.1973  1.90720e-12
       7364.0815  1.89570e-12
       7368.9653  1.89520e-12
       7373.8496  1.88730e-12
       7378.7339  1.87320e-12
       7383.6177  1.87090e-12
       7388.5020  1.85020e-12
       7393.3862  1.85410e-12
       7398.2700  1.85190e-12
       7403.1543  1.84790e-12
       7408.0386  1.84330e-12
       7412.9229  1.83410e-12
       7417.8071  1.84000e-12
       7422.6909  1.83000e-12
       7427.5752  1.84830e-12
       7432.4595  1.85930e-12
       7437.3438  1.86320e-12
       7442.2280  1.84450e-12
       7447.1123  1.83960e-12
       7451.9966  1.84640e-12
       7456.8809  1.85090e-12
       7461.7651  1.84490e-12
       7466.6494  1.84990e-12
       7471.5337  1.85290e-12
       7476.4180  1.85420e-12
       7481.3022  1.84410e-12
       7486.1865  1.83780e-12
       7491.0708  1.82900e-12
       7495.9551  1.81530e-12
       7500.8398  1.82510e-12
       7505.7241  1.82150e-12
       7510.6084  1.80870e-12
       7515.4927  1.81950e-12
       7520.3770  1.82770e-12
       7525.2617  1.81300e-12
       7530.1460  1.82550e-12
       7535.0303  1.82260e-12
       7539.9146  1.82250e-12
       7544.7993  1.82220e-12
       7549.6836  1.82850e-12
       7554.5679  1.81430e-12
       7559.4526  1.80760e-12
       7564.3369  1.81490e-12
       7569.2212  1.80270e-12
       7574.1060  1.79860e-12
       7578.9902  1.80530e-12
       7583.8745  1.79880e-12
       7588.7593  1.79280e-12
       7593.6436  1.80480e-12
       7598.5283  1.80840e-12
       7603.4126  1.79040e-12
       7608.2974  1.78610e-12
       7613.1816  1.79170e-12
       7618.0664  1.77740e-12
       7622.9507  1.78110e-12
       7627.8354  1.79110e-12
       7632.7197  1.79220e-12
       7637.6045  1.78960e-12
       7642.4888  1.78850e-12
       7647.3735  1.77930e-12
       7652.2578  1.76700e-12
       7657.1426  1.74540e-12
       7662.0269  1.72410e-12
       7666.9116  1.72490e-12
       7671.7964  1.75890e-12
       7676.6807  1.77110e-12
       7681.5654  1.76060e-12
       7686.4497  1.75880e-12
       7691.3345  1.74980e-12
       7696.2192  1.74990e-12
       7701.1035  1.74310e-12
       7705.9883  1.76250e-12
       7710.8730  1.74920e-12
       7715.7573  1.73210e-12
       7720.6421  1.74150e-12
       7725.5269  1.74310e-12
       7730.4111  1.75020e-12
       7735.2959  1.75660e-12
       7740.1807  1.73750e-12
       7745.0654  1.72720e-12
       7749.9497  1.72600e-12
       7754.8345  1.73590e-12
       7759.7192  1.75250e-12
       7764.6035  1.74490e-12
       7769.4883  1.73800e-12
       7774.3730  1.72520e-12
       7779.2578  1.72700e-12
       7784.1421  1.71010e-12
       7789.0269  1.71570e-12
       7793.9116  1.72040e-12
       7798.7964  1.72350e-12
       7803.6807  1.71970e-12
       7808.5654  1.72470e-12
       7813.4502  1.72360e-12
       7818.3350  1.72950e-12
       7823.2192  1.72690e-12
       7828.1040  1.71240e-12
       7832.9888  1.70520e-12
       7837.8735  1.70330e-12
       7842.7578  1.71190e-12
       7847.6426  1.70550e-12
       7852.5273  1.70380e-12
       7857.4121  1.70960e-12
       7862.2969  1.71890e-12
       7867.1812  1.71600e-12
       7872.0659  1.70690e-12
       7876.9507  1.70320e-12
       7881.8354  1.69560e-12
       7886.7197  1.69010e-12
       7891.6045  1.69340e-12
       7896.4893  1.71170e-12
       7901.3740  1.70950e-12
       7906.2583  1.71000e-12
       7911.1431  1.68920e-12
       7916.0278  1.68340e-12
       7920.9126  1.68350e-12
       7925.7969  1.67250e-12
       7930.6816  1.66700e-12
       7935.5664  1.64900e-12
       7940.4512  1.64600e-12
       7945.3354  1.63490e-12
       7950.2202  1.65100e-12
       7955.1050  1.67080e-12
       7959.9897  1.66740e-12
       7964.8740  1.66670e-12
       7969.7588  1.65840e-12
       7974.6436  1.65920e-12
       7979.5278  1.67450e-12
       7984.4126  1.67570e-12
       7989.2974  1.66880e-12
       7994.1816  1.66110e-12
       7999.0664  1.64370e-12
       8003.9512  1.64020e-12
       8008.8354  1.64310e-12
       8013.7202  1.65070e-12
       8018.6050  1.65020e-12
       8023.4893  1.64700e-12
       8028.3740  1.63930e-12
       8033.2588  1.62640e-12
       8038.1431  1.62990e-12
       8043.0278  1.63680e-12
       8047.9121  1.61070e-12
       8052.7969  1.61960e-12
       8057.6816  1.62130e-12
       8062.5659  1.63110e-12
       8067.4507  1.62980e-12
       8072.3350  1.62190e-12
       8077.2197  1.61130e-12
       8082.1040  1.61490e-12
       8086.9888  1.60060e-12
       8091.8730  1.59590e-12
       8096.7578  1.60280e-12
       8101.6421  1.59030e-12
       8106.5269  1.61190e-12
       8111.4111  1.61420e-12
       8116.2959  1.61480e-12
       8121.1802  1.62600e-12
       8126.0649  1.61550e-12
       8130.9492  1.61060e-12
       8135.8335  1.60900e-12
       8140.7183  1.59920e-12
       8145.6025  1.59840e-12
       8150.4868  1.59570e-12
       8155.3716  1.59830e-12
       8160.2559  1.60450e-12
       8165.1401  1.59840e-12
       8170.0249  1.60020e-12
       8174.9092  1.58020e-12
       8179.7935  1.57120e-12
       8184.6777  1.56260e-12
       8189.5625  1.55640e-12
       8194.4463  1.54130e-12
       8199.3311  1.54870e-12
       8204.2158  1.55390e-12
       8209.0996  1.55150e-12
       8213.9844  1.54410e-12
       8218.8682  1.54360e-12
       8223.7529  1.54350e-12
       8228.6367  1.56090e-12
       8233.5215  1.55050e-12
       8238.4062  1.55010e-12
       8243.2900  1.56160e-12
       8248.1748  1.55180e-12
       8253.0586  1.55530e-12
       8257.9434  1.55930e-12
       8262.8271  1.56310e-12
       8267.7119  1.54960e-12
       8272.5957  1.54810e-12
       8277.4795  1.55110e-12
