# wavelength (A)  flux density (erg/cm2/s/A)
       8282.3643  1.55440e-12
       8287.2480  1.55120e-12
       8292.1328  1.54010e-12
       8297.0166  1.53620e-12
       8301.9014  1.53880e-12
       8306.7852  1.54150e-12
       8311.6689  1.53180e-12
       8316.5537  1.52840e-12
       8321.4375  1.52710e-12
       8326.3213  1.51330e-12
       8331.2061  1.49560e-12
       8336.0898  1.49950e-12
       8340.9736  1.49820e-12
       8345.8584  1.49850e-12
       8350.7422  1.50480e-12
       8355.6260  1.51430e-12
       8360.5107  1.51070e-12
       8365.3945  1.50560e-12
       8370.2783  1.51210e-12
       8375.1621  1.51500e-12
       8380.0459  1.51390e-12
       8384.9307  1.51340e-12
       8389.8145  1.50950e-12
       8394.6982  1.51390e-12
       8399.5820  1.51780e-12
       8404.4658  1.51010e-12
       8409.3506  1.50920e-12
       8414.2344  1.50510e-12
       8419.1182  1.50340e-12
       8424.0020  1.50210e-12
       8428.8857  1.49840e-12
       8433.7695  1.49780e-12
       8438.6533  1.48160e-12
       8443.5371  1.47450e-12
       8448.4209  1.47910e-12
       8453.3047  1.48120e-12
       8458.1885  1.48180e-12
       8463.0723  1.49090e-12
       8467.9561  1.48510e-12
       8472.8398  1.48320e-12
       8477.7236  1.48990e-12
       8482.6074  1.47680e-12
       8487.4912  1.47570e-12
       8492.3750  1.45750e-12
       8497.2588  1.40540e-12
       8502.1426  1.37810e-12
       8507.0254  1.43200e-12
       8511.9092  1.45070e-12
       8516.7930  1.45380e-12
       8521.6768  1.44580e-12
       8526.5605  1.43480e-12
       8531.4434  1.39470e-12
       8536.3271  1.36330e-12
       8541.2109  1.29980e-12
       8546.0947  1.23240e-12
       8550.9775  1.35120e-12
       8555.8613  1.36650e-12
       8560.7451  1.41530e-12
       8565.6279  1.44930e-12
       8570.5117  1.45150e-12
       8575.3955  1.45550e-12
       8580.2783  1.45300e-12
       8585.1621  1.45050e-12
       8590.0449  1.44750e-12
       8594.9287  1.44700e-12
       8599.8115  1.42820e-12
       8604.6953  1.42820e-12
       8609.5781  1.43550e-12
       8614.4619  1.42900e-12
       8619.3447  1.42660e-12
       8624.2285  1.42480e-12
       8629.1113  1.42670e-12
       8633.9951  1.40980e-12
       8638.8779  1.41580e-12
       8643.7607  1.41620e-12
       8648.6445  1.39230e-12
       8653.5273  1.36290e-12
       8658.4102  1.30180e-12
       8663.2939  1.25120e-12
       8668.1768  1.26740e-12
       8673.0596  1.35070e-12
       8677.9424  1.36340e-12
       8682.8262  1.39020e-12
       8687.7090  1.39210e-12
       8692.5918  1.39960e-12
       8697.4746  1.40610e-12
       8702.3574  1.40520e-12
       8707.2402  1.41240e-12
       8712.1240  1.40670e-12
       8717.0068  1.40330e-12
       8721.8896  1.40670e-12
       8726.7725  1.40870e-12
       8731.6553  1.39360e-12
       8736.5381  1.39220e-12
       8741.4209  1.38760e-12
       8746.3037  1.38900e-12
       8751.1865  1.37340e-12
       8756.0693  1.37660e-12
       8760.9512  1.38230e-12
       8765.8340  1.38110e-12
       8770.7168  1.38550e-12
       8775.5996  1.37600e-12
       8780.4824  1.38890e-12
       8785.3643  1.38600e-12
       8790.2471  1.38370e-12
       8795.1299  1.36140e-12
       8800.0127  1.37140e-12
       8804.8945  1.36300e-12
       8809.7773  1.36000e-12
       8814.6602  1.36770e-12
       8819.5420  1.37500e-12
       8824.4248  1.36720e-12
       8829.3066  1.37300e-12
       8834.1895  1.37790e-12
       8839.0723  1.37370e-12
       8843.9541  1.37740e-12
       8848.8369  1.37570e-12
       8853.7188  1.36360e-12
       8858.6006  1.35690e-12
       8863.4834  1.34830e-12
       8868.3652  1.34710e-12
       8873.2480  1.35400e-12
       8878.1299  1.36290e-12
       8883.0117  1.36350e-12
       8887.8936  1.36060e-12
       8892.7764  1.35090e-12
       8897.6582  1.34750e-12
       8902.5400  1.34250e-12
       8907.4219  1.35120e-12
       8912.3037  1.36100e-12
       8917.1865  1.36290e-12
       8922.0684  1.36940e-12
       8926.9502  1.35010e-12
       8931.8320  1.33840e-12
       8936.7139  1.34030e-12
       8941.5957  1.33620e-12
       8946.4775  1.33660e-12
       8951.3594  1.33950e-12
       8956.2412  1.34970e-12
       8961.1230  1.34960e-12
       8966.0049  1.34670e-12
       8970.8857  1.33460e-12
       8975.7676  1.33140e-12
       8980.6494  1.33240e-12
       8985.5312  1.33540e-12
       8990.4131  1.33560e-12
       8995.2939  1.32470e-12
       9000.1758  1.31420e-12
       9005.0576  1.29450e-12
       9009.9385  1.28670e-12
       9014.8203  1.28920e-12
       9019.7012  1.29790e-12
       9024.5830  1.30250e-12
       9029.4639  1.31670e-12
       9034.3457  1.33060e-12
       9039.2266  1.32670e-12
       9044.1084  1.32530e-12
       9048.9893  1.31800e-12
       9053.8711  1.30910e-12
       9058.7520  1.30880e-12
       9063.6328  1.30310e-12
       9068.5146  1.30830e-12
       9073.3955  1.32370e-12
       9078.2764  1.30750e-12
       9083.1572  1.29940e-12
       9088.0381  1.28410e-12
       9092.9199  1.27280e-12
       9097.8008  1.28310e-12
       9102.6816  1.29120e-12
       9107.5625  1.29110e-12
       9112.4434  1.28920e-12
       9117.3242  1.29210e-12
       9122.2051  1.28400e-12
       9127.0859  1.28800e-12
       9131.9668  1.30140e-12
       9136.8477  1.29860e-12
       9141.7275  1.29550e-12
       9146.6084  1.30020e-12
       9151.4893  1.29130e-12
       9156.3701  1.30820e-12
       9161.2500  1.30560e-12
       9166.1309  1.29020e-12
       9171.0117  1.27890e-12
       9175.8916  1.27590e-12
       9180.7725  1.27230e-12
       9185.6533  1.27780e-12
       9190.5332  1.28690e-12
       9195.4141  1.28150e-12
       9200.2939  1.28040e-12
       9205.1738  1.26420e-12
       9210.0547  1.24830e-12
       9214.9346  1.23360e-12
       9219.8154  1.23150e-12
       9224.6953  1.23290e-12
       9229.5752  1.22450e-12
       9234.4551  1.23520e-12
       9239.3359  1.23900e-12
       9244.2158  1.22700e-12
       9249.0957  1.22610e-12
       9253.9756  1.22930e-12
       9258.8555  1.22450e-12
       9263.7354  1.23440e-12
       9268.6152  1.23660e-12
       9273.4951  1.24100e-12
       9278.3750  1.24890e-12
       9283.2549  1.24680e-12
       9288.1348  1.25580e-12
       9293.0146  1.25650e-12
       9297.8936  1.25640e-12
       9302.7734  1.25460e-12
       9307.6533  1.25310e-12
       9312.5332  1.23940e-12
       9317.4121  1.23210e-12
       9322.2920  1.23260e-12
       9327.1719  1.23820e-12
       9332.0508  1.24070e-12
       9336.9307  1.23730e-12
       9341.8096  1.23110e-12
       9346.6895  1.23090e-12
       9351.5684  1.23470e-12
       9356.4473  1.23250e-12
       9361.3271  1.23080e-12
       9366.2061  1.23050e-12
       9371.0850  1.22430e-12
       9375.9639  1.22360e-12
       9380.8438  1.22270e-12
       9385.7227  1.22550e-12
       9390.6016  1.22910e-12
       9395.4805  1.22060e-12
       9400.3594  1.21450e-12
       9405.2383  1.20060e-12
       9410.1172  1.19970e-12
       9414.9961  1.17880e-12
       9419.8750  1.17680e-12
       9424.7539  1.19000e-12
       9429.6328  1.20100e-12
       9434.5107  1.20660e-12
       9439.3896  1.20120e-12
       9444.2686  1.20080e-12
       9449.1475  1.19790e-12
       9454.0254  1.19900e-12
       9458.9043  1.19990e-12
       9463.7822  1.20140e-12
       9468.6611  1.20030e-12
       9473.5391  1.20500e-12
       9478.4180  1.20680e-12
       9483.2959  1.20800e-12
       9488.1748  1.20760e-12
       9493.0527  1.19380e-12
       9497.9307  1.19720e-12
       9502.8086  1.19140e-12
       9507.6875  1.19010e-12
       9512.5654  1.19120e-12
       9517.4434  1.19250e-12
       9522.3213  1.18050e-12
       9527.1992  1.18210e-12
       9532.0771  1.18180e-12
       9536.9551  1.16570e-12
       9541.8330  1.16780e-12
       9546.7109  1.15120e-12
       9551.5889  1.14350e-12
       9556.4668  1.14870e-12
       9561.3438  1.17470e-12
       9566.2217  1.17320e-12
       9571.0996  1.17150e-12
       9575.9766  1.16830e-12
       9580.8545  1.16310e-12
       9585.7324  1.16620e-12
       9590.6094  1.16760e-12
       9595.4873  1.16150e-12
       9600.3643  1.16490e-12
       9605.2412  1.15130e-12
       9610.1191  1.14950e-12
       9614.9961  1.17160e-12
       9619.8730  1.16130e-12
       9624.7510  1.16350e-12
       9629.6279  1.16270e-12
       9634.5049  1.16070e-12
       9639.3818  1.15050e-12
       9644.2588  1.14750e-12
       9649.1357  1.14090e-12
       9654.0127  1.14530e-12
       9658.8896  1.14900e-12
       9663.7666  1.14970e-12
       9668.6436  1.15310e-12
       9673.5205  1.15000e-12
       9678.3965  1.14060e-12
       9683.2734  1.14410e-12
       9688.1504  1.14630e-12
       9693.0264  1.14420e-12
       9697.9033  1.15220e-12
       9702.7793  1.15590e-12
       9707.6562  1.13770e-12
       9712.5322  1.14260e-12
       9717.4092  1.13300e-12
       9722.2852  1.13270e-12
       9727.1621  1.12970e-12
       9732.0381  1.13260e-12
       9736.9141  1.12540e-12
       9741.7900  1.12690e-12
       9746.6660  1.12610e-12
       9751.5420  1.13260e-12
       9756.4189  1.12400e-12
       9761.2949  1.12960e-12
       9766.1699  1.12710e-12
       9771.0459  1.12910e-12
       9775.9219  1.12690e-12
       9780.7979  1.13110e-12
       9785.6738  1.13310e-12
       9790.5498  1.13880e-12
       9795.4248  1.12460e-12
       9800.3008  1.12460e-12
       9805.1758  1.12320e-12
       9810.0518  1.12510e-12
       9814.9277  1.11520e-12
       9819.8027  1.11460e-12
       9824.6777  1.10540e-12
       9829.5537  1.11030e-12
       9834.4287  1.11600e-12
       9839.3037  1.11250e-12
       9844.1797  1.11070e-12
       9849.0547  1.11410e-12
       9853.9297  1.11240e-12
       9858.8047  1.11140e-12
       9863.6797  1.12240e-12
       9868.5547  1.10150e-12
       9873.4297  1.10230e-12
       9878.3047  1.11780e-12
       9883.1797  1.11830e-12
       9888.0537  1.10770e-12
       9892.9287  1.10640e-12
       9897.8037  1.10660e-12
       9902.6777  1.10420e-12
       9907.5527  1.10140e-12
       9912.4277  1.09250e-12
       9917.3018  1.08920e-12
       9922.1758  1.09760e-12
       9927.0508  1.09770e-12
       9931.9248  1.09080e-12
       9936.7988  1.08630e-12
       9941.6738  1.09540e-12
       9946.5479  1.09360e-12
       9951.4219  1.08420e-12
       9956.2959  1.08820e-12
       9961.1699  1.09130e-12
       9966.0439  1.08850e-12
       9970.9180  1.08950e-12
       9975.7920  1.08670e-12
       9980.6660  1.08190e-12
       9985.5400  1.07700e-12
       9990.4131  1.07190e-12
       9995.2871  1.08500e-12
       10000.161  1.08080e-12
       10005.034  1.09380e-12
       10009.908  1.08140e-12
       10014.781  1.08520e-12
       10019.655  1.07460e-12
       10024.528  1.07450e-12
       10029.402  1.06880e-12
       10034.275  1.05910e-12
       10039.148  1.05230e-12
       10044.021  1.04370e-12
       10048.895  1.02690e-12
       10053.768  1.02620e-12
       10058.641  1.02950e-12
       10063.514  1.04210e-12
       10068.387  1.03470e-12
       10073.260  1.04140e-12
       10078.133  1.04340e-12
       10083.006  1.03570e-12
       10087.878  1.04020e-12
       10092.751  1.05500e-12
       10097.624  1.06030e-12
       10102.496  1.04610e-12
       10107.369  1.04860e-12
       10112.241  1.05560e-12
       10117.114  1.05240e-12
       10124.905  1.05019e-12
       10135.035  1.04714e-12
       10145.176  1.04249e-12
       10155.326  1.04023e-12
       10165.486  1.04134e-12
       10175.656  1.04176e-12
       10185.838  1.03750e-12
       10196.028  1.03131e-12
       10206.229  1.03042e-12
       10216.441  1.02644e-12
       10226.662  1.02570e-12
       10236.894  1.02829e-12
       10247.137  1.02796e-12
       10257.389  1.02551e-12
       10267.651  1.02324e-12
       10277.924  1.02034e-12
       10288.207  1.01551e-12
       10298.500  1.01281e-12
       10308.804  1.01145e-12
       10319.117  1.00705e-12
       10329.442  9.99325e-13
       10339.776  9.95365e-13
       10350.121  9.94982e-13
       10360.477  9.96528e-13
       10370.842  9.92230e-13
       10381.219  9.90169e-13
       10391.605  9.90919e-13
       10402.002  9.89897e-13
       10412.408  9.89874e-13
       10422.826  9.88477e-13
       10433.254  9.86679e-13
       10443.692  9.83158e-13
       10454.142  9.73732e-13
       10464.601  9.69273e-13
       10475.070  9.73676e-13
       10485.551  9.76067e-13
       10496.041  9.74510e-13
       10506.543  9.72565e-13
       10517.055  9.70830e-13
       10527.577  9.66609e-13
       10538.110  9.63541e-13
       10548.653  9.64494e-13
       10559.208  9.63425e-13
       10569.771  9.59545e-13
       10580.347  9.49175e-13
       10590.933  9.42176e-13
       10601.528  9.41307e-13
       10612.135  9.42300e-13
       10622.753  9.46295e-13
       10633.381  9.46583e-13
       10644.020  9.46081e-13
       10654.669  9.39642e-13
       10665.328  9.31792e-13
       10676.000  9.26669e-13
       10686.681  9.10301e-13
       10697.373  9.08580e-13
       10708.076  9.21125e-13
       10718.789  9.22668e-13
       10729.513  9.16560e-13
       10740.248  9.15330e-13
       10750.994  9.12134e-13
       10761.750  9.15881e-13
       10772.518  9.17958e-13
       10783.295  9.08971e-13
       10794.083  9.06590e-13
       10804.883  9.09260e-13
       10815.693  9.02171e-13
       10826.515  8.92733e-13
       10837.346  8.93216e-13
       10848.189  8.99199e-13
       10859.043  8.95514e-13
       10869.907  8.81238e-13
       10880.782  8.79603e-13
       10891.669  8.84749e-13
       10902.566  8.89082e-13
       10913.475  8.84835e-13
       10924.394  8.72676e-13
       10935.322  8.48108e-13
       10946.264  8.41900e-13
       10957.216  8.57863e-13
       10968.178  8.64212e-13
       10979.151  8.61811e-13
       10990.136  8.66111e-13
       11001.132  8.75087e-13
       11012.139  8.70366e-13
       11023.155  8.65556e-13
       11034.185  8.69777e-13
       11045.225  8.70832e-13
       11056.274  8.69412e-13
       11067.336  8.67735e-13
       11078.409  8.66130e-13
       11089.493  8.64694e-13
       11100.588  8.63056e-13
       11111.694  8.58788e-13
       11122.812  8.53181e-13
       11133.940  8.51512e-13
       11145.079  8.51803e-13
       11156.230  8.50376e-13
       11167.393  8.50643e-13
       11178.565  8.46813e-13
       11189.750  8.37674e-13
       11200.945  8.36017e-13
       11212.150  8.40632e-13
       11223.369  8.42974e-13
       11234.599  8.40647e-13
       11245.838  8.32668e-13
       11257.090  8.25577e-13
       11268.352  8.28971e-13
       11279.627  8.28427e-13
       11290.912  8.21956e-13
       11302.208  8.19783e-13
       11313.516  8.20064e-13
       11324.835  8.19004e-13
       11336.166  8.17939e-13
       11347.508  8.19659e-13
       11358.859  8.19883e-13
       11370.225  8.15884e-13
       11381.601  8.08593e-13
       11392.988  8.03921e-13
       11404.387  7.99757e-13
       11415.797  8.00538e-13
       11427.218  8.02223e-13
       11438.651  8.01482e-13
       11450.096  8.02648e-13
       11461.552  8.05370e-13
       11473.019  8.02849e-13
       11484.497  7.96190e-13
       11495.987  7.92298e-13
       11507.489  7.92884e-13
       11519.003  7.94186e-13
       11530.527  7.94847e-13
       11542.062  7.94936e-13
       11553.611  7.93489e-13
       11565.171  7.90366e-13
       11576.742  7.85226e-13
       11588.324  7.76073e-13
       11599.918  7.67915e-13
       11611.523  7.65441e-13
       11623.141  7.70217e-13
       11634.771  7.70961e-13
       11646.411  7.68659e-13
       11658.062  7.68266e-13
       11669.727  7.68121e-13
       11681.402  7.67234e-13
       11693.090  7.62921e-13
       11704.789  7.64684e-13
       11716.499  7.67927e-13
       11728.222  7.67037e-13
       11739.956  7.61854e-13
       11751.701  7.52316e-13
       11763.459  7.50774e-13
       11775.229  7.51460e-13
       11787.010  7.50856e-13
       11798.803  7.53760e-13
       11810.606  7.53178e-13
       11822.423  7.43440e-13
       11834.252  7.34750e-13
       11846.093  7.40421e-13
       11857.944  7.45594e-13
       11869.809  7.42717e-13
       11881.684  7.31623e-13
       11893.570  7.27987e-13
       11905.471  7.36089e-13
       11917.382  7.39944e-13
       11929.306  7.39046e-13
       11941.240  7.36297e-13
       11953.188  7.31921e-13
       11965.146  7.26521e-13
       11977.118  7.14971e-13
       11989.102  7.07533e-13
       12001.096  7.15561e-13
       12013.104  7.23155e-13
       12025.122  7.17146e-13
       12037.153  7.10627e-13
       12049.197  7.16692e-13
       12061.252  7.19850e-13
       12073.319  7.15162e-13
       12085.398  7.06211e-13
       12097.490  7.03344e-13
       12109.594  7.02293e-13
       12121.709  7.07136e-13
       12133.837  7.10258e-13
       12145.977  7.10599e-13
       12158.129  7.09975e-13
       12170.293  7.07101e-13
       12182.470  7.03639e-13
       12194.658  7.02086e-13
       12206.859  7.02117e-13
       12219.071  7.00350e-13
       12231.297  6.98403e-13
       12243.534  6.97825e-13
       12255.783  6.95532e-13
       12268.046  6.89634e-13
       12280.320  6.88313e-13
       12292.606  6.90763e-13
       12304.904  6.90064e-13
       12317.216  6.88327e-13
       12329.540  6.86672e-13
       12341.875  6.85228e-13
       12354.223  6.84636e-13
       12366.583  6.84248e-13
       12378.956  6.82074e-13
       12391.342  6.77620e-13
       12403.739  6.75672e-13
       12416.148  6.73730e-13
       12428.570  6.68577e-13
       12441.006  6.68863e-13
       12453.453  6.71736e-13
       12465.913  6.70909e-13
       12478.385  6.69745e-13
       12490.869  6.69244e-13
       12503.367  6.67627e-13
       12515.877  6.64521e-13
       12528.398  6.62061e-13
       12540.933  6.61078e-13
       12553.480  6.58713e-13
       12566.040  6.56012e-13
       12578.612  6.54414e-13
       12591.197  6.53330e-13
       12603.794  6.52547e-13
       12616.405  6.50389e-13
       12629.027  6.49145e-13
       12641.662  6.47536e-13
       12654.311  6.47205e-13
       12666.972  6.46540e-13
       12679.645  6.43074e-13
       12692.330  6.42621e-13
       12705.029  6.43864e-13
       12717.740  6.43002e-13
       12730.465  6.41073e-13
       12743.201  6.39327e-13
       12755.951  6.38181e-13
       12768.713  6.36573e-13
       12781.488  6.33165e-13
       12794.276  6.25240e-13
       12807.076  6.04604e-13
       12819.891  5.82125e-13
       12832.716  5.94140e-13
       12845.556  6.14162e-13
       12858.407  6.20729e-13
       12871.271  6.22107e-13
       12884.150  6.20803e-13
       12897.041  6.17274e-13
       12909.943  6.16335e-13
       12922.860  6.18274e-13
       12935.790  6.17533e-13
       12948.731  6.17179e-13
       12961.688  6.16342e-13
       12974.656  6.13743e-13
       12987.637  6.12897e-13
       13000.631  6.12265e-13
       13013.638  6.09234e-13
       13026.658  6.04346e-13
       13039.691  6.02260e-13
       13052.736  6.04476e-13
       13065.796  6.05343e-13
       13078.868  6.04195e-13
       13091.954  6.01176e-13
       13105.053  5.97020e-13
       13118.164  5.93751e-13
       13131.289  5.91731e-13
       13144.426  5.90166e-13
       13157.578  5.87967e-13
       13170.742  5.89904e-13
       13183.920  5.90596e-13
       13197.109  5.91342e-13
       13210.313  5.90655e-13
       13223.530  5.89961e-13
       13236.760  5.89046e-13
       13250.004  5.86843e-13
       13263.261  5.83380e-13
       13276.531  5.79691e-13
       13289.813  5.74542e-13
       13303.110  5.74216e-13
       13316.420  5.73485e-13
       13329.742  5.73492e-13
       13343.078  5.76316e-13
       13356.428  5.76240e-13
       13369.791  5.74952e-13
       13383.168  5.71524e-13
       13396.558  5.68927e-13
       13409.961  5.70138e-13
       13423.378  5.69814e-13
       13436.808  5.68574e-13
       13450.252  5.67905e-13
       13463.709  5.66872e-13
       13477.179  5.65514e-13
       13490.663  5.62009e-13
       13504.160  5.59339e-13
       13517.671  5.60458e-13
       13531.195  5.60376e-13
       13544.734  5.56759e-13
       13558.285  5.52253e-13
       13571.850  5.51504e-13
       13585.429  5.51925e-13
       13599.021  5.51393e-13
       13612.627  5.50990e-13
       13626.246  5.47012e-13
       13639.879  5.45116e-13
       13653.525  5.46141e-13
       13667.187  5.44483e-13
       13680.860  5.41485e-13
       13694.547  5.38571e-13
       13708.250  5.37721e-13
       13721.964  5.38347e-13
       13735.693  5.39330e-13
       13749.436  5.38357e-13
       13763.192  5.36695e-13
       13776.962  5.36554e-13
       13790.746  5.36072e-13
       13804.543  5.34929e-13
       13818.354  5.32496e-13
       13832.180  5.30576e-13
       13846.020  5.30169e-13
       13859.872  5.29022e-13
       13873.739  5.27925e-13
       13887.619  5.27057e-13
       13901.514  5.25084e-13
       13915.422  5.25112e-13
       13929.345  5.25064e-13
       13943.281  5.23176e-13
       13957.231  5.21820e-13
       13971.195  5.21653e-13
       13985.174  5.19608e-13
       13999.166  5.14720e-13
       14013.172  5.13559e-13
       14027.192  5.13998e-13
       14041.227  5.13132e-13
       14055.274  5.12819e-13
       14069.337  5.11642e-13
       14083.413  5.10130e-13
       14097.504  5.09084e-13
       14111.607  5.04406e-13
       14125.727  5.01596e-13
       14139.859  5.04316e-13
       14154.006  5.05684e-13
       14168.168  5.05035e-13
       14182.343  5.04174e-13
       14196.532  5.01060e-13
       14210.736  4.96890e-13
       14224.953  4.94171e-13
       14239.186  4.93783e-13
       14253.432  4.94917e-13
       14267.693  4.95402e-13
       14281.968  4.92366e-13
       14296.256  4.89040e-13
       14310.559  4.90633e-13
       14324.878  4.91760e-13
       14339.209  4.91350e-13
       14353.556  4.91668e-13
       14367.916  4.90835e-13
       14382.291  4.88260e-13
       14396.681  4.81101e-13
       14411.085  4.76458e-13
       14425.503  4.77252e-13
       14439.936  4.78533e-13
       14454.384  4.80197e-13
       14468.844  4.79778e-13
       14483.320  4.77909e-13
       14497.812  4.75142e-13
       14512.315  4.72698e-13
       14526.836  4.72659e-13
       14541.369  4.70052e-13
       14555.918  4.67852e-13
       14570.482  4.70005e-13
       14585.060  4.72973e-13
       14599.652  4.72825e-13
       14614.259  4.70268e-13
       14628.881  4.67384e-13
       14643.517  4.65328e-13
       14658.168  4.64387e-13
       14672.832  4.65251e-13
       14687.512  4.64098e-13
       14702.207  4.60793e-13
       14716.918  4.57553e-13
       14731.642  4.55954e-13
       14746.381  4.55813e-13
       14761.134  4.56042e-13
       14775.902  4.56104e-13
       14790.686  4.56938e-13
       14805.483  4.56665e-13
       14820.297  4.54155e-13
       14835.125  4.52815e-13
       14849.967  4.53376e-13
       14864.824  4.49175e-13
       14879.696  4.43267e-13
       14894.584  4.45911e-13
       14909.486  4.48560e-13
       14924.403  4.49473e-13
       14939.335  4.47674e-13
       14954.281  4.43486e-13
       14969.243  4.41925e-13
       14984.220  4.42079e-13
       14999.211  4.41778e-13
       15014.218  4.35662e-13
       15029.239  4.23887e-13
       15044.276  4.19367e-13
       15059.328  4.25609e-13
       15074.395  4.34472e-13
       15089.478  4.37019e-13
       15104.574  4.37151e-13
       15119.687  4.35215e-13
       15134.813  4.32460e-13
       15149.956  4.31379e-13
       15165.113  4.30776e-13
       15180.285  4.30771e-13
       15195.474  4.29616e-13
       15210.676  4.26965e-13
       15225.895  4.26087e-13
       15241.129  4.25923e-13
       15256.377  4.25667e-13
       15271.642  4.25841e-13
       15286.920  4.22447e-13
       15302.216  4.19206e-13
       15317.524  4.21878e-13
       15332.851  4.21395e-13
       15348.191  4.20446e-13
       15363.546  4.20760e-13
       15378.917  4.17731e-13
       15394.305  4.13217e-13
       15409.706  4.12706e-13
       15425.123  4.14523e-13
       15440.557  4.14736e-13
       15456.005  4.14025e-13
       15471.469  4.11369e-13
       15486.947  4.08322e-13
       15502.442  4.07443e-13
       15517.953  4.07464e-13
       15533.478  4.03872e-13
       15549.020  3.99849e-13
       15564.576  4.00158e-13
       15580.148  4.00883e-13
       15595.736  3.98167e-13
       15611.340  3.98064e-13
       15626.959  3.98340e-13
       15642.594  3.98021e-13
       15658.244  3.96000e-13
       15673.910  3.91081e-13
       15689.592  3.87457e-13
       15705.289  3.90009e-13
       15721.002  3.92648e-13
       15736.730  3.87737e-13
       15752.476  3.78963e-13
       15768.236  3.73751e-13
       15784.013  3.78780e-13
       15799.804  3.85255e-13
       15815.611  3.83645e-13
       15831.436  3.79291e-13
       15847.274  3.79275e-13
       15863.130  3.76317e-13
       15879.000  3.63680e-13
       15894.888  3.52678e-13
       15910.791  3.59154e-13
       15926.709  3.71463e-13
       15942.645  3.77101e-13
       15958.595  3.76133e-13
       15974.561  3.75942e-13
       15990.543  3.76194e-13
       16006.542  3.72466e-13
       16022.557  3.71290e-13
       16038.588  3.70884e-13
       16054.634  3.69535e-13
       16070.695  3.68107e-13
       16086.775  3.63502e-13
       16102.870  3.54548e-13
       16118.980  3.52881e-13
       16135.107  3.59615e-13
       16151.251  3.62422e-13
       16167.410  3.60220e-13
       16183.585  3.59707e-13
       16199.777  3.57208e-13
       16215.985  3.56182e-13
       16232.209  3.58521e-13
       16248.449  3.60457e-13
       16264.706  3.63776e-13
       16280.979  3.64747e-13
       16297.268  3.62492e-13
       16313.573  3.58803e-13
       16329.895  3.56060e-13
       16346.232  3.55926e-13
       16362.588  3.52172e-13
       16378.959  3.41979e-13
       16395.346  3.31156e-13
       16411.750  3.27304e-13
       16428.168  3.33846e-13
       16444.605  3.40512e-13
       16461.059  3.44524e-13
       16477.527  3.44651e-13
       16494.012  3.43142e-13
       16510.516  3.41630e-13
       16527.033  3.39994e-13
       16543.570  3.39893e-13
       16560.121  3.39975e-13
       16576.689  3.40609e-13
       16593.273  3.40455e-13
       16609.875  3.40248e-13
       16626.494  3.38795e-13
       16643.129  3.36061e-13
       16659.781  3.33135e-13
       16676.449  3.32014e-13
       16693.133  3.32420e-13
       16709.836  3.31106e-13
       16726.553  3.28042e-13
       16743.287  3.25642e-13
       16760.039  3.22570e-13
       16776.809  3.19981e-13
       16793.592  3.10937e-13
       16810.395  3.01875e-13
       16827.213  3.06572e-13
       16844.049  3.14448e-13
       16860.902  3.16278e-13
       16877.771  3.16533e-13
       16894.656  3.17182e-13
       16911.561  3.18991e-13
       16928.480  3.19300e-13
       16945.418  3.17930e-13
       16962.371  3.15915e-13
       16979.342  3.14651e-13
       16996.330  3.12286e-13
       17013.336  3.09446e-13
       17030.355  3.08985e-13
       17047.395  3.09243e-13
       17064.451  3.09292e-13
       17081.523  3.08922e-13
       17098.615  3.06269e-13
       17115.721  3.03481e-13
       17132.846  3.04952e-13
       17149.986  3.05258e-13
       17167.145  3.04279e-13
       17184.320  3.03443e-13
       17201.514  3.00898e-13
       17218.725  2.97504e-13
       17235.951  2.95375e-13
       17253.195  2.95406e-13
       17270.457  2.94432e-13
       17287.736  2.92636e-13
       17305.033  2.90540e-13
       17322.346  2.85155e-13
       17339.678  2.77547e-13
       17357.027  2.68949e-13
       17374.393  2.68442e-13
       17391.775  2.77683e-13
       17409.176  2.82964e-13
       17426.594  2.84323e-13
       17444.027  2.82936e-13
       17461.480  2.80599e-13
       17478.951  2.80609e-13
       17496.439  2.81220e-13
       17513.943  2.80804e-13
       17531.467  2.80468e-13
       17549.006  2.79925e-13
       17566.564  2.78712e-13
       17584.141  2.77453e-13
       17601.734  2.75280e-13
       17619.344  2.72682e-13
       17636.971  2.73446e-13
       17654.617  2.74967e-13
       17672.281  2.74143e-13
       17689.963  2.71513e-13
       17707.660  2.68815e-13
       17725.377  2.67154e-13
       17743.111  2.66833e-13
       17760.863  2.66115e-13
       17778.633  2.65524e-13
       17796.422  2.65483e-13
       17814.227  2.63838e-13
       17832.049  2.61853e-13
       17849.891  2.61462e-13
       17867.750  2.62652e-13
       17885.625  2.63134e-13
       17903.520  2.61644e-13
       17921.432  2.58944e-13
       17939.363  2.56993e-13
       17957.311  2.56268e-13
       17975.277  2.55044e-13
       17993.262  2.52731e-13
       18011.264  2.50445e-13
       18029.283  2.50030e-13
       18047.322  2.50745e-13
       18065.379  2.50499e-13
       18083.453  2.48696e-13
       18101.545  2.46741e-13
       18119.656  2.45887e-13
       18137.785  2.43263e-13
       18155.932  2.35559e-13
       18174.098  2.26253e-13
       18192.279  2.28543e-13
       18210.480  2.36501e-13
       18228.699  2.40227e-13
       18246.938  2.42478e-13
       18265.193  2.42430e-13
       18283.469  2.40697e-13
       18301.762  2.40454e-13
       18320.072  2.39776e-13
       18338.400  2.38562e-13
       18356.750  2.36304e-13
